,id,channel_name,title,keyword,published_at,VideoViews
1643,GrwQBxykDZQ,DailyWire+,There Isn’t Any Nice Or Pleasant Way To Enforce Our Immigration Law | The Matt Walsh Show Ep. 52,Immigration,2018-06-22T17:33:41Z,56354
1644,O2pcE6msmUg,DailyWire+,Democrats Want To Solve Climate Change With Socialism,Climate,2018-06-21T00:17:49Z,13130
1645,z6Jh6oxkBfs,DailyWire+,The Immigration Wars Heat Up | The Ben Shapiro Show Ep. 563,Immigration,2018-06-19T19:06:47Z,269781
1646,wPFH97Qtqww,DailyWire+,Dem Uses Pepper Spray On Himself For Gun Control,Gun,2018-06-15T00:48:23Z,51266
1647,J61PCwo1_AI,DailyWire+,Southern Poverty Law Center Calls Ben Shapiro Hateful,Poverty,2018-06-14T00:38:07Z,12849
1648,mqmTOOJeLJc,DailyWire+,How Can We Prevent Mass Shootings?,Shooting,2018-06-02T01:13:48Z,7722
1649,Ws1nlyRX7sY,DailyWire+,Activist Arrested For Filming Muslim Rape Trial,Rape,2018-05-30T15:22:17Z,24306
1650,uaEG7_6cyPY,DailyWire+,The Left's Satanic Enthusiasm For Abortion | The Matt Walsh Show Ep. 38,Abortion,2018-05-29T17:20:00Z,67232
1651,3iKOXS9rJgQ,DailyWire+,Should You Date Outside Your Religion?,Religion,2018-05-27T19:00:01Z,41148
1652,LiNGxiuxzoo,DailyWire+,Was The Parkland Shooting Preventable?,Shooting,2018-05-23T00:32:55Z,10480
1653,IZKsy6OnN2Y,DailyWire+,"Guns, Damned Lies, And Statistics | The Michael Knowles Show Ep. 160",Gun,2018-05-22T22:35:55Z,63503
1654,MRyV8xpeBlc,DailyWire+,Leftists Say Give All Guns...To Trump?,Gun,2018-05-19T12:00:03Z,14594
1655,E1l85paENYA,DailyWire+,MSM Soft-Peddles Palestinian Terrorism,Terrorism,2018-05-17T23:41:51Z,4763
1656,yFOEFPbjheQ,DailyWire+,Obama Failed To Target Terrorism,Terrorism,2018-05-11T00:32:37Z,8777
1657,XmaDmkK3zdI,DailyWire+,Democrats Use Illegal Immigration For Votes,Immigration,2018-05-07T18:15:22Z,14750
1658,hDa52fkZ540,DailyWire+,Michelle Wolf's Shocking Abortion Joke,Abortion,2018-04-30T23:15:35Z,45035
1659,pD-MPM8OqwQ,DailyWire+,The Worst Arguments For Gun Control | The Ben Shapiro Show Ep. 523,Gun,2018-04-23T18:49:16Z,528954
1660,Vr-MgL7PAr8,DailyWire+,Russian Immigrant Shocked By Leftism,Immigration,2018-04-20T23:19:17Z,19447
1661,ucagDSp4Ns0,DailyWire+,Celebrity Hypocrisy On Gun Control,Gun,2018-04-20T00:28:59Z,11397
1662,9XgwwXy-yjE,DailyWire+,Does the Two-Party System Lead to Extremism?,Extremism,2018-04-11T22:21:30Z,5244
1663,Uk3-XFxO8RE,DailyWire+,Support For Abortion Is Declining,Abortion,2018-04-06T00:36:37Z,12913
1664,DRqjT18PB0A,DailyWire+,The Double Standard On Religion,Religion,2018-04-05T18:28:12Z,6981
1665,tFmtZgi7mYA,DailyWire+,Is Mexico Invading? | The Andrew Klavan Show Ep. 489,Mexico,2018-04-03T23:45:43Z,83127
1666,XpsSTcIH4_U,DailyWire+,"Leftists Want To Take Your Guns, Which Means We Need More Guns",Gun,2018-03-29T00:10:22Z,7204
1667,Lzq57W3VpY4,DailyWire+,Don’t Bring A Knife To Leftists’ Gun Fight | The Michael Knowles Show Ep. 128,Gun,2018-03-27T23:24:44Z,92545
1668,DMNOJxSlbe4,DailyWire+,"Sex, Guns, Sex, Money and Sex | The Andrew Klavan Show Ep. 484",Gun,2018-03-26T21:13:46Z,120807
1669,dOdW02L-Rdw,DailyWire+,#MarchForOurLives Demagogues Gun Issue,Gun,2018-03-26T21:01:03Z,23805
1670,i0RT7XpkULc,DailyWire+,YouTube Censors Firearm Demos,Firearm,2018-03-22T23:28:00Z,11093
1671,uQDucgP9opc,DailyWire+,Fighting The Religion Of Peace ft. Brigitte Gabriel | The Michael Knowles Show Ep. 126,Religion,2018-03-22T23:17:38Z,134025
1672,SBSC_dUDc7I,DailyWire+,Is Atheism A Religion?,Religion,2018-03-21T00:04:30Z,16623
1673,1mS5dDUQE8E,DailyWire+,Abortionist Unleashes Reality of Abortion,Abortion,2018-03-16T23:34:24Z,16556
1674,wdGIR8Hpje4,DailyWire+,Does The Free Market Work? | The Ben Shapiro Show Ep. 497,Market,2018-03-16T20:01:55Z,154686
1675,XsUfbN8cPAk,DailyWire+,Do Millennials Actually Support Gun Control?,Gun,2018-03-14T00:16:50Z,36383
1676,vto8Rxc7YJE,DailyWire+,Down Syndrome Abortions Are Eugenics,Abortion,2018-03-12T20:15:30Z,24699
1677,R4VeAo2n8kQ,DailyWire+,Guns Don't Kill People; Schools Kill People ft. Max Eden | The Michael Knowles Show Ep. 117,Gun,2018-03-07T23:47:14Z,104587
1678,mhM7SvX6Yyk,DailyWire+,Should 18-Year-Olds Have Guns?,Gun,2018-03-07T23:35:38Z,9883
1679,OQCFsVj3tBA,DailyWire+,Is Trump a Gun Grabber? | The Andrew Klavan Show Ep. 471,Gun,2018-03-01T20:50:17Z,111565
1680,-kYcqr5oSK0,DailyWire+,CNN Invents New Gun Style,Gun,2018-02-28T00:16:55Z,28176
1681,EipT7YEOweQ,DailyWire+,"CNN Guest: ""Women Shouldn't Have Guns""",Gun,2018-02-27T23:46:43Z,13412
1682,MC30g6_5pik,DailyWire+,NRA Blacklist Backfires,NRA,2018-02-27T00:50:24Z,23853
1683,ArSASJXOqzw,DailyWire+,Sheriff Denies Blame in Florida School Shooting,Shooting,2018-02-27T00:20:52Z,21766
1684,jMu7kYPuHjI,DailyWire+,NRA: America’s #1 Civil Rights Defenders | The Michael Knowles Show Ep. 111,NRA,2018-02-26T23:40:47Z,97168
1685,ILFerEs36EE,DailyWire+,Cops Botched Rescue At Parkland Shooting,Shooting,2018-02-24T01:18:37Z,33724
1686,2Jcn5FIPB8o,DailyWire+,Leftists Lie About Gun Control,Gun,2018-02-23T00:59:16Z,17129
1687,AQ93-hEEEzw,DailyWire+,"More Guns, Less Crime ft. Ramesh Ponnuru | The Michael Knowles Show Ep. 110",Gun,2018-02-23T00:29:10Z,102009
1688,ZTvoYaF7JD8,DailyWire+,Florida Shooting Survivor Blames Marco Rubio,Shooting,2018-02-22T22:45:58Z,23553
1689,OqRDtp7Z91c,DailyWire+,MSM Lies To Push Gun Control Agenda,Gun,2018-02-21T20:45:49Z,18163
1690,x655j5hkgEA,DailyWire+,The Gun Control Movement Ramps Up | The Ben Shapiro Show Ep. 478,Gun,2018-02-19T21:44:52Z,175239
1691,YqTuJ4iSzBg,DailyWire+,Shapiro Debunks Leftist NRA Conspiracy Theory,NRA,2018-02-16T20:35:22Z,30809
1692,TKcmJGl8Jps,DailyWire+,The Nuts And Bolts Of Mass Shootings | The Michael Knowles Show Ep. 105,Shooting,2018-02-16T01:20:53Z,103072
1693,3uL7uevFwMw,DailyWire+,Leftists Don't Take The Gun Debate Seriously,Gun,2018-02-16T01:03:09Z,20986
1694,QXGp2WfY524,DailyWire+,What Can we Learn from the Florida Shootings | The Andrew Klavan Show Ep. 463,Shooting,2018-02-15T22:21:36Z,112857
1695,GxcWgcZZPdU,DailyWire+,Another Horrific Shooting | The Ben Shapiro Show Ep. 476,Shooting,2018-02-15T22:01:01Z,219615
1696,TJb-fr1EhDQ,DailyWire+,Debunking False School Shooting Statistics In Two Minutes,Shooting,2018-02-15T20:18:25Z,317535
1697,gVdMLJ2vyuI,DailyWire+,Democrats Are Entrenched In The Abortion Lobby,Abortion,2018-02-10T00:12:23Z,9180
1698,tZypDecplW8,DailyWire+,New Gerber Baby Is A Pro-Life Message,Pro-life,2018-02-08T23:27:14Z,53209
1699,0dueKeg-0hU,DailyWire+,Hillary Believes Climate Change Is Sexist,Climate,2018-02-07T01:18:25Z,18409
1700,-zzHFYuhW20,DailyWire+,The Obama Economy Tanks | The Michael Knowles Show Ep. 100,Economy,2018-02-07T00:16:45Z,85158
1701,523ecLWKqZg,DailyWire+,The Bear Market Arrives | The Ben Shapiro Show Ep. 469,Market,2018-02-06T21:58:15Z,165576
1702,2HuxofuqKWA,DailyWire+,Democrats Strike Down 20 Week Abortion Ban,Abortion,2018-01-31T00:17:13Z,11946
1703,zP4YDiv-Pjk,DailyWire+,Is Trump About To Collapse On Immigration? | The Ben Shapiro Show Ep. 461,Immigration,2018-01-25T20:39:40Z,152162
1704,mMJVccJ4aNs,DailyWire+,Why Not Just Deport The Dreamers?,Deportation,2018-01-25T00:48:41Z,15826
1705,3h-T7ziGSs4,DailyWire+,More Black Babies Are Aborted Than Born: March For Life 2018,Abortion,2018-01-20T00:46:55Z,32923
1706,Vpz4hrWPq_I,DailyWire+,Trump’s Immigration Push | The Ben Shapiro Show Ep. 450,Immigration,2018-01-10T20:47:12Z,177842
1707,GNiRYBeGynI,DailyWire+,Andrew Klavan​ Talks to Texas Shooting Hero,Shooting,2017-12-20T00:44:35Z,3139
1708,e_6G1OAzEPk,DailyWire+,WINNING: ISIS Is Over | The Michael Knowles Show Ep. 62,ISIS,2017-12-04T16:48:59Z,90249
1709,9nVXMkqckjk,DailyWire+,Trump Ended ISIS In 11 Months,ISIS,2017-11-22T00:54:41Z,57224
1710,JI9hA4H11pQ,DailyWire+,Shooting An Elephant,Shooting,2017-11-21T01:02:45Z,21164
1711,b8UJQ5-c128,DailyWire+,"Another Day, Another Mass Shooting | The Ben Shapiro Show Ep. 411",Shooting,2017-11-10T01:05:57Z,34622
1712,16n_bd9Mn5Y,DailyWire+,A Good Man With A Gun | The Ben Shapiro Show Ep. 412,Gun,2017-11-07T23:00:32Z,94558
1713,p9webWcBpno,DailyWire+,"RELIGION OF PEACE, MEDIA OF EUPHEMISMS | The Michal Knowles Show Ep. 51",Religion,2017-11-01T23:23:04Z,25369
1714,xN0ctpClWGk,DailyWire+,Islamist Terror Hits New York -- Again | The Ben Shapiro Show Ep. 408,Terrorism,2017-11-01T21:20:17Z,138963
1715,G6kjgmcRX2I,DailyWire+,Halloween Terror: Hillary as President! | The Andrew Klavan Show Ep. 407,Terrorism,2017-10-31T21:08:16Z,55954
1716,hVE2f6y7FWw,DailyWire+,"The Andrew Klavan Show Ep. 392 - OK Then, Let's Talk Guns",Gun,2017-10-04T22:11:16Z,57772
1717,qxJWVWXOHPA,DailyWire+,Ben Shapiro Reveals The Lies In Jimmy Kimmel's Las Vegas Shooting Monologue,Shooting,2017-10-04T04:31:38Z,2288409
1718,3kP8IDm7FBo,DailyWire+,When Politics Becomes Religion | The Ben Shapiro Show Ep. 379,Religion,2017-09-08T20:34:53Z,158181
1719,BFikM0GCfrk,DailyWire+,"Antonia Okafor: More Guns, Less Rape",Gun,2017-09-08T19:15:23Z,5433
1720,BFikM0GCfrk,DailyWire+,"Antonia Okafor: More Guns, Less Rape",Rape,2017-09-08T19:15:23Z,5433
1721,rePhPU5k72c,DailyWire+,America Needs More Guns,Gun,2017-09-08T01:13:28Z,9368
1722,jBLhFXiWbYM,DailyWire+,ARE DEMOCRATS DE-SANCTIFYING ABORTION? ft. The Michael Knowles Show Ep. 20,Abortion,2017-08-31T22:55:12Z,44094
1723,U91fwfx9MD0,DailyWire+,"BEWARE RICH, GRINNING PROPHETS! Joel Osteen And Prosperity",Rich,2017-08-29T21:18:37Z,11222
1724,SpzKZmDA4N8,DailyWire+,"Real Terror, Fake News | The Ben Shapiro Show Ep. 365",Terrorism,2017-08-18T20:51:45Z,98014
1725,BUFMvhlCguk,DailyWire+,Save the Climate This Summer!,Climate,2017-08-03T20:29:58Z,5265
1726,ycBfB0jp86Y,DailyWire+,"So, Who Owns Obamacare Now? | The Ben Shapiro Show Ep. 343",Obamacare,2017-07-19T21:54:20Z,58068
1727,KN66DFuySrc,DailyWire+,Republicans Prepare To Own Obamacare | The Ben Shapiro Show Ep. 326,Obamacare,2017-06-25T20:26:20Z,39218
1728,Z-50ca-ka6E,DailyWire+,The Hilarity of Islamic Terror,Terrorism,2017-05-24T00:18:09Z,11948
1729,nwrRgIyXmiY,DailyWire+,Ep. 307 - Terror Rocks Britain — And The Left Exposes Itself | The Ben Shapiro Show,Terrorism,2017-05-23T21:03:31Z,108312
1730,NnNHVUGPKz4,DailyWire+,The Andrew Klavan Show Ep. 292 - Abortion Uber Alles,Abortion,2017-03-31T20:48:25Z,27837
1731,iqST9lVjeIE,DailyWire+,"Ben Shapiro: Republicans, Stop Screwing Up The Obamacare Repeal",Obamacare,2017-03-21T18:23:50Z,12268
1732,lWoMIv9w0IQ,DailyWire+,"The Ben Shapiro Show Ep. 271 - Courts Go Rogue, Battle Trump on Immigration",Immigration,2017-03-17T18:35:52Z,49836
1733,AdFqoNgItJM,DailyWire+,The Real Republican Response To Obamacare,Obamacare,2017-03-10T21:36:07Z,17677
1734,rv5_NOOGs_8,DailyWire+,Ben Shapiro Explains How Trump Refugee Order Is NOT A Muslim Ban,Refugee,2017-01-31T00:01:11Z,55860
1735,veX_4-5yJJQ,DailyWire+,Ben Shapiro Destroys John Oliver On Abortion and Trump,Abortion,2016-10-27T23:28:41Z,641645
1736,RDmwPGrZkYs,DailyWire+,Ben Shapiro Destroys The Abortion Argument,Abortion,2016-10-07T01:10:52Z,4471625
1737,VVlD2XgJxwc,DailyWire+,The Ben Shapiro Show Ep. 175 - Trump Goes To Mexico! Taco Bowls For Everybody!,Mexico,2016-09-01T06:18:50Z,33497
1738,r2uNE-gmOLo,DailyWire+,The Andrew Klavan Show Ep. 176 - Trump Gets Media Raped - and So Do You,Rape,2016-08-18T23:30:08Z,33219
1739,6uNcbw49VPA,DailyWire+,"The Ben Shapiro Show Ep. 157 - Bill Clinton Blows It. Oops, Poor Choice Of Words.",Poor,2016-07-30T00:03:09Z,12310
1740,4iKR6IUkHo0,DailyWire+,The Andrew Klavan Show Ep. 145 - Why We’re Talking Guns Instead of [Redacted],Gun,2016-06-23T19:23:20Z,5151
1741,e2Wi5hobioo,DailyWire+,"The Ben Shapiro Show Ep. 135 - The Hateful, Suicidal Left Wants Your Guns",Gun,2016-06-21T16:39:57Z,9940
1742,ike1CCD-Mcc,DailyWire+,"The Ben Shapiro Show Ep. 134 - The Left Wants Your Guns Now, Dammit!",Gun,2016-06-16T05:21:57Z,34277
1743,9hXkqUpspcw,DailyWire+,The Andrew Klavan Show Ep. 126 - Why Trump is Right to Cry Rape,Rape,2016-05-20T18:00:12Z,10374
1744,XKXWpmQZzH8,Daily Mail,Iran gas pipeline explodes in huge fireball near Borujen Chaharmahal and Bakhtiari province,Gas,2024-02-14T16:24:56Z,20908
1745,8drtj3SPW1A,Daily Mail,Israel's Iron Dome shoots down Hezbollah rockets fired from Lebanon,Shooting,2024-02-12T12:14:21Z,17155
1746,vSBCTxBLSdc,Daily Mail,Ukrainian soldiers fire at Russian targets with heavy machine guns,Gun,2024-02-07T16:34:54Z,34472
1747,Rq-qbGcIKHs,Daily Mail,Ukraine brigades charge at Russian positions with grenades and machines guns during brutal fight,Gun,2024-02-07T16:32:03Z,66429
1748,ze6Vcc6BRck,Daily Mail,Senegalese police fire tear gas at protesters after election is postponed,Gas,2024-02-05T13:36:40Z,27881
1749,mO9PrY3hAzk,Daily Mail,IDF blow up Hamas terror block in Gaza's al-Bureij,Terrorism,2024-02-05T10:05:37Z,26613
1750,cC8cguUeRQg,Daily Mail,Incredible footage shows trench explosion gifting Ukraine a Russian gun,Gun,2024-02-05T09:47:45Z,60532
1751,9bBA5JiwvrA,Daily Mail,IDF eliminate Hamas terrorists with heavy gun fire during fierce street battle,Gun,2024-02-05T08:28:50Z,124342
1752,W5eUEUOE_IA,Daily Mail,Huge gas explosion erupts in Nairobi leaving two dead and hundreds injured,Gas,2024-02-02T10:47:57Z,5369
1753,w5UiwW8Se_M,Daily Mail,Moment deadly gas explosion erupts in Kenyan capital,Gas,2024-02-02T09:47:44Z,18179
1754,AL04SgvxisQ,Daily Mail,Argentinian police clash with protestors in Buenos Aires over economic reform as inflation hits 200%,Inflation,2024-02-01T15:44:07Z,6569
1755,xgbtAA8sGcY,Daily Mail,LIVE: Former Scottish First Minister Nicola Sturgeon faces questions in the UK covid inquiry,Covid,2024-01-31T17:08:21Z,65666
1756,MhN5Jo-byEE,Daily Mail,Ukraine's elite gunners shoot down three Russian Kamikaze drones with anti-aircraft weapons,Shooting,2024-01-31T15:57:44Z,137553
1757,8EVhYMW0CrU,Daily Mail,IDF elite paratroopers engage in fierce gun battle with Hamas amid heavy fighting in Khan Younis,Gun,2024-01-30T21:39:02Z,23652
1758,1Y9TcMSucJY,Daily Mail,🇺🇦Ukraine brigades battle 🇷🇺Russian soldiers in the Kreminna Forest with machine gun fire,Gun,2024-01-30T01:20:55Z,212273
1759,0CNdU-5MK2A,Daily Mail,Two climate change activists hurl red soup at the Mona Lisa in the Louvre Museum in Paris,Climate,2024-01-29T10:24:14Z,1728
1760,U3dOyBCMxY0,Daily Mail,Ukraine's Galician Assault Brigade fire British L119 field gun at Russian positions near Bakhmut,Gun,2024-01-28T02:36:04Z,34330
1761,bwa1ezCOMew,Daily Mail,Alabama execution: Kenneth Smith killed by nitrogen gas in first death row case of its kind,Gas,2024-01-26T22:04:45Z,38046
1762,1hnQl7yaj8U,Daily Mail,Firefighters battle structural blaze after gas truck explosion in Mongolia kills six,Gas,2024-01-24T15:06:10Z,4643
1763,VZttJ3OzBH0,Daily Mail,Mongolia: Six people killed after truck carrying 60 tons of liquefied natural gas explodes,Gas,2024-01-24T14:36:05Z,3834
1764,E9LhGW57xhQ,Daily Mail,Ukraine troops clear Russian foxhole with machine guns and grenades near Bakhmut,Gun,2024-01-22T15:48:31Z,616382
1765,51ORO-mrWls,Daily Mail,Fearless Ukrainian Brigades target Russian soldiers during intense gun battle,Gun,2024-01-21T23:56:45Z,4966984
1766,E6-Y0RFcjxw,Daily Mail,Fire engulfs Baltic Sea after Ukraine drone strike hits gas terminal,Gas,2024-01-21T23:38:32Z,25275
1767,PJeX75_j7nI,Daily Mail,Live: Britain's Prime Minister Rishi Sunak holds news conference after Rwanda asylum scheme victory,Asylum,2024-01-18T10:56:21Z,2990
1768,zX0GcC_ckxk,Daily Mail,LIVE: UK lawmakers debate Rwanda asylum seeker plan,Asylum,2024-01-17T17:02:59Z,0
1769,svETmzQwjho,Daily Mail,Ukrainian troop in intense close combat gun battle in Serebryansky Forest,Gun,2024-01-17T12:16:29Z,296501
1770,A5gHiJ14s8s,Daily Mail,Brazilian volunteer fights Russian troops in Serebryansky Forest in brutal gun battle,Gun,2024-01-17T11:13:12Z,621124
1771,5aI3cgVmUr0,Daily Mail,LIVE: Lawmakers vote on Rwanda asylum legislation amendment,Asylum,2024-01-17T07:26:16Z,6920
1772,XuCPFksyAoY,Daily Mail,Ukraine Bradley tears through Russian BMP-2 with chain gun fire near Stepove,Gun,2024-01-17T02:00:16Z,182475
1773,xLF3aTjObKY,Daily Mail,Ukrainian soldier shoots down Russian drone with rifle near Donetsk,Shooting,2024-01-17T00:05:59Z,1447852
1774,SSmSyxZYH6g,Daily Mail,Georgian volunteers return fire at Russian targets during gun battle,Gun,2024-01-16T12:10:35Z,125920
1775,tXRCf8KE1p8,Daily Mail,Ukraine shoots down Russian A-50 spy plane in attack over Sea of Azov,Shooting,2024-01-15T13:31:10Z,74270
1776,uGwNm1YwLsM,Daily Mail,Moment Ukraine shoot down Russian cruise missile with high calibre ZU-23-2 anti-aircraft gun,Gun,2024-01-07T15:38:06Z,137321
1777,MhVYrjMoDaU,Daily Mail,Ukraine battle Russian soldiers in Serebryansky Forest with machine guns and missile launchers,Gun,2024-01-07T10:53:19Z,165997
1778,_eyCLkGnE2s,Daily Mail,IDF target Hamas RPG terror squad with missile launchers amid heavy fighting in Gaza,Terrorism,2024-01-05T13:30:50Z,124336
1779,mIqtvOGDLwM,Daily Mail,Ukrainian troops battle Russian soldiers with machine guns near Donetsk,Gun,2024-01-05T09:34:08Z,149234
1780,k0wlUZ3nI20,Daily Mail,IDF battle Hamas terrorists in southern Gaza with heavy machine guns and Merkava tanks,Gun,2024-01-04T12:24:58Z,85110
1781,xWoYSnd0hn8,Daily Mail,IDF storm Gaza with grenade launchers and machine guns as they find Hamas tunnel hidden in a mosque,Gun,2023-12-28T15:04:41Z,36702
1782,S29HccNz4KM,Daily Mail,Georgian volunteers target Russian soldiers during fierce gun battle in Ukraine,Gun,2023-12-28T12:49:02Z,1144717
1783,Ctkd3c8DEYg,Daily Mail,IDF commandos on the attack in Gaza targeting Hamas terrorists with grenades and machine guns,Gun,2023-12-27T15:35:45Z,303474
1784,zpVAIuHuGVo,Daily Mail,Russian soldier surrenders to Ukraine after troops storm his trench with grenades and machine guns,Gun,2023-12-24T10:59:04Z,1380236
1785,ZrN4LAyoFX8,Daily Mail,LIVE: Prague mass shooting scene,Shooting,2023-12-22T14:35:08Z,7954
1786,HSVXRirVIoo,Daily Mail,"LIVE: Prague university shooting leaves 'several' dead, police say",Shooting,2023-12-22T05:21:31Z,11469
1787,1KV2G51PBBw,Daily Mail,LIVE: Prague University shooting,Shooting,2023-12-22T05:19:41Z,16874
1788,VJV1FBE0LVo,Daily Mail,Prague University shooting: 14 dead and dozens wounded,Shooting,2023-12-21T16:54:52Z,129703
1789,8Ol8MO5FcYw,Daily Mail,Israel combat brigades in fierce gun battle with Hamas as they attack from hidden mortar positions,Gun,2023-12-13T15:34:46Z,798161
1790,QxSuGMXSCAs,Daily Mail,IDF soldier shoots Hamas fighter who threw grenade at him,Shooting,2023-12-13T09:02:25Z,715148
1791,_Gi9WpSh1OY,Daily Mail,LIVE: British PM Rishi Sunak gives evidence to UK COVID Inquiry,Covid,2023-12-11T17:01:49Z,50788
1792,okc-455-yus,Daily Mail,Israeli forces target Hamas terrorists with heavy machine gun fire in Gaza,Gun,2023-12-11T15:45:54Z,477176
1793,umgy1ZhI2tc,Daily Mail,Israel's Nahal Brigade leads attack on Hamas terrorists armed with RPGs and machine guns in Gaza,Gun,2023-12-11T12:58:09Z,63744
1794,wV95cY2d5e4,Daily Mail,Ukraine brigades ambush Russian soldiers using rocket launchers and machine guns in Donbas,Gun,2023-12-11T08:00:26Z,42849
1795,-SeYrU_JQSc,Daily Mail,Ukraine brigades force Russian troops to flee in Bakhmut under heavy machine gun fire,Gun,2023-12-10T10:12:45Z,830831
1796,xB-w3ZKnTsw,Daily Mail,LIVE: Boris Johnson gives evidence to UK COVID Inquiry,Covid,2023-12-07T17:10:47Z,30811
1797,NcPFKEp3-8U,Daily Mail,LIVE: UK families who lost loved ones to COVID hold news conference,Covid,2023-12-06T17:47:57Z,576
1798,IbtUtNUqMh0,Daily Mail,LIVE: Boris Johnson gives evidence to UK COVID Inquiry,Covid,2023-12-06T17:04:57Z,72509
1799,khS5Pw6lsbY,Daily Mail,'The dead can't hear your apologies': Boris Johnson COVID Inquiry interrupted by protesters,Covid,2023-12-06T11:28:30Z,13164
1800,yhYv6B932M0,Daily Mail,Ukraine troops in fierce gun battle with Russian soldiers near Avdiivka,Gun,2023-12-06T09:50:57Z,121454
1801,TanWlYE85Z0,Daily Mail,LIVE: Former Health Minister Hancock speak to UK's COVID Inquiry,Covid,2023-12-02T01:49:51Z,66333
1802,4qYOA0q2YYY,Daily Mail,LIVE: World leaders attend COP28 climate summit in Dubai,Climate,2023-12-01T15:31:33Z,3378
1803,Y8dRxzQdx8g,Daily Mail,LIVE: COP28 climate summit officially opens in Dubai,Climate,2023-12-01T02:04:47Z,4956
1804,ncvK9dTGCp8,Daily Mail,LIVE: Former UK ministers Sajid Javid and Dominic Raab speak to UK's COVID Inquiry,Covid,2023-11-29T23:42:30Z,42913
1805,YM2ufNI2TjA,Daily Mail,'Zombified' Russian soldier survives Ukrainian grenade attack but accidentally shoots himself,Shooting,2023-11-29T09:56:29Z,134423
1806,JUMfXIgd8gA,Daily Mail,LIVE: Michael Gove and Jenny Harries speak to UK's COVID Inquiry,Covid,2023-11-29T01:58:35Z,5818
1807,4lEXX5MwbLQ,Daily Mail,Ukraine troops eliminate Russian soldiers with grenade launchers and machine guns in Donbas,Gun,2023-11-28T10:32:46Z,46290
1808,M7xAgpU7zVI,Daily Mail,LIVE: Sadiq Khan & Andy Burnham give evidence to UK's COVID Inquiry,Covid,2023-11-28T04:58:21Z,4966
1809,p0_Qrw-klMM,Daily Mail,LIVE: Sadiq Khan & Andy Burnham give evidence to UK's COVID Inquiry,Covid,2023-11-28T01:30:14Z,39761
1810,HBgZo6whEHA,Daily Mail,Israeli forces locate Hamas terror tunnel network beneath al-Shifa hospital,Terrorism,2023-11-23T08:54:41Z,52542
1811,jfucgb1z30Y,Daily Mail,LIVE: Jonathan Van-Tam gives evidence to the COVID inquiry,Covid,2023-11-22T16:55:58Z,58709
1812,ID9iQhFaMWQ,Daily Mail,Autumn Statement: Jeremy Hunt gives Brits £450 boost by slashing 2p off national insurance,Insurance,2023-11-22T16:21:12Z,16715
1813,BxtMkctwVWI,Daily Mail,LIVE: Autumn Statement: Chancellor Jeremy Hunt reveals '110 different measures' to boost economy,Economy,2023-11-22T15:50:29Z,32669
1814,ZnrXJHylhDo,Daily Mail,LIVE: England's Chief Medical Officer gives evidence to the COVID inquiry,Covid,2023-11-21T16:55:55Z,37135
1815,MQOM5g4CTQs,Daily Mail,Covid Inquiry: Sir Chris Whitty says 'all options were bad' as he gives evidence,Covid,2023-11-21T15:39:10Z,5852
1816,PtEDP3N04a0,Daily Mail,Israeli Maglan fighters move in on Hamas fighters in Gaza Strip with machine guns and 'Iron Sting',Gun,2023-11-21T15:00:20Z,187920
1817,Bo0z6RvcDtI,Daily Mail,LIVE: Patrick Vallance gives evidence to Britain's COVID inquiry,Covid,2023-11-20T22:51:53Z,5937
1818,q6ahS16ZLlE,Daily Mail,LIVE: Patrick Vallance gives evidence to Britain's COVID inquiry,Covid,2023-11-20T17:24:01Z,34580
1819,MLhqM2H0X8A,Daily Mail,Israeli forces target Hamas with Merkava tanks and rocket launchers during gun battle,Gun,2023-11-19T18:30:42Z,83485
1820,divb_8h8Wj8,Daily Mail,Ukraine airstrike forces Russian troops to flee in Bakhmut under heavy machine gun fire,Gun,2023-11-19T16:39:52Z,236980
1821,mhWzxYVo9XI,Daily Mail,Ukraine brigades clear out Russian soldiers with heavy machine gun fire in Andriivka,Gun,2023-11-19T12:08:12Z,169015
1822,lMj5EUpEY-E,Daily Mail,Finnish volunteers target Russian soldiers during fierce gun battle in Ukraine,Gun,2023-11-19T11:00:15Z,527686
1823,8YjEbzdljOo,Daily Mail,How rapist avoided deportation for 5 years after plane passenger mutiny | Mail On Sunday EXCLUSIVE,Deportation,2023-11-19T06:00:04Z,51375
1824,QQx7mdLo34s,Daily Mail,Israel paratroopers strike Hamas terrorist RPG team with rocket launchers and heavy gun fire in Gaza,Gun,2023-11-17T13:00:38Z,974392
1825,ZLcTqH6J62c,Daily Mail,Ukrainian soldiers blast Russian drones out the sky using a Zu-23-2 gun,Gun,2023-11-17T11:45:52Z,50044
1826,T71D4nCPmn4,Daily Mail,Ukraine forces blast Russian foxhole with grenades and heavy machine gun fire in Kreminna forest,Gun,2023-11-17T08:45:05Z,56694
1827,IWFId0g7_gs,Daily Mail,Israeli forces ambush Hamas terrorists with grenades and machine gun fire in Gaza streets,Gun,2023-11-15T13:29:01Z,409493
1828,FOF0DhrmpxY,Daily Mail,Intense Ukraine first-person footage of gun battle in the Donbas region,Gun,2023-11-15T11:25:44Z,50426
1829,H8UGpQqZwu0,Daily Mail,LIVE: UK Supreme Court delivers ruling on govt. plan to deport migrants to Rwanda,Deportation,2023-11-15T10:30:13Z,8589
1830,AEWFmnH1DPE,Daily Mail,Israeli forces destroy Hamas terrorist base in Gaza with heavy machine gun fire and Merkava tanks,Gun,2023-11-14T14:49:51Z,339338
